date,type,registration,operator,fat.,location,,pic,cat,
42262,DHC-3T Texas Turbine Otter,N928RK,Rainbow King Lodge,3,near Iliamna-East...,,,A1,USA
42262,Boeing 777-3DZER,A7-BAC,Qatar Airways,0,Miami Intern...,,,I2,USA
42263,Antonov An-2R,RA-35141,Yenisei Airline,0,near Bratsk,,,A1,Russia
42266,Airbus A321-211,D-ABCK,Air Berlin,0,Düsseldorf I...,,,A2,Germany
42268,DHC-6 Twin Otter 300,8Q-TME,Trans Maldivian Airways,0,Lhaviyani Ka...,,,O2,Maldives
42272,Curtiss C-46A,C-GTXW,Buffalo Airways,0,Déline Airpo...,,,A1,Canada
42272,Cessna 550 Citation Bravo,VH-FGK,Yulgilbar Pastoral Co,0,Lismore Airp...,,,A1,Australia
42274,Cessna 550 Citation II,N622PG,private,0,Sarasota-Bra...,,,A2,USA
42277,DHC-8-402Q Dash 8,LX-LGH,Luxair,0,Saarbrücken-...,,,A1,Germany
42279,DHC-6 Twin Otter 200,DU-SD4,Skydive Dubai,0,Dubai-Palm D...,,,A1,U.A.E.
42279,DHC-6 Twin Otter 300,PK-BRM,Aviastar Mandiri,10,Bajaja Mount...,,,A1,Indonesia
42279,Lockheed C-130J-30 Super Hercules,465533,USAF,11+ 3,Jalalabad Ai...,,,A1,Afghanistan
42280,Beech B200 Super King Air,G-BYCP,London Executive Aviation,2,"near Chigwell, Essex",,,A1,U.K.
42283,BAe-146-300,9G-SBB,Starbow,0,Tamale Airpo...,,,A1,Ghana
42289,Airbus A300B4-203F,SU-BMZ,Tristar Air,0,near Afgooye,,,A1,Somalia
42289,Cessna 208B Grand Caravan,YA22382,Afghan Air Force,2,Bamyan Province,,,A1,Afghanistan
42291,Cessna 208B Grand Caravan,PR-MIC,Microsurvey,3,near Yumbillo,,,A1,Colombia
42292,Boeing 747-3B3,EP-MNE,Mahan Air,0,near Tehran-Mehra...,,,A2,Iran
42296,Learjet 35A,LV-ZSZ,Top Air SA,0,San Fernando...,,,A1,Argentina
42299,Learjet 31A,XB-GYB,Grupo Constructor Plata,4,near Apaseo el Alto,,,A1,Mexico
42299,DHC-7-102,C-GGUL,Voyageur Airways,0,Eindhoven Ai...,,,A1,Netherlands
42300,Boeing 737-3K2,OB-2040-P,Peruvian Airlines,0,Cuzco-Velazc...,,,A1,Peru
42302,Sukhoi Superjet 100-95B,XA-PBA,Interjet,0,Mexico City-...,,,O1,Mexico
42303,Boeing 737-4L7,ZS-OAA,"British Airways, opb Comair",0,Johannesburg...,,,A1,South Africa
42305,Dornier 328 ?,,Unknown,,Afgoye District,,,A2,Somalia
42306,Boeing 767-269ER,N251MY,Dynamic International Airways,0,Fort Lauderd...,,,A1,USA
42306,Bombardier Challenger 300,N334AF,Arcadia Leasing,0,La Crosse Mu...,,,A2,USA
42308,Airbus A321-231,EI-ETJ,Metrojet,224,"near Hasna, North...",,,C1,Egypt
??-OCT-2015,Hawker Siddeley HS-125-600A,N20FM,private,0,near Las Mercedes...,,,C1,Venezuela
42309,Grumman G-159 Gulfstream I,9Q-CNP,Malu Aviation,0,Kinshasa-N'D...,,,A2,D.R. Congo
42310,Fokker F-27 Friendship 400M,6W-STF,Senegalese Air Force,0,near Koussané,,,A2,Mali
42311,Boeing 737-4H6,AP-BJO,Shaheen Air,0,Lahore-Allam...,,,A1,Pakistan
42312,Antonov An-12BK,EY-406,"Allied Services Limited, lsf Asia Airways",41,near Juba Airport...,,,A1,South Sudan
42314,Cessna 525 CitationJet,N525DY,Execuflight,0,near Monroe Count...,,,A2,USA
42315,Beech 300 Super King Air 350,NA-302,NASC,0,Taichung-Chi...,,,A1,Taiwan
42316,Beech 99,N7994R,Hummingbird Air,0,Saint Lucia-...,,,A2,Saint Lucia
42318,Hawker Siddeley HS-780 Andover C.1,TL-AEW,"Westwind Aviation, op.for UN WFP",0,near Malakal Airp...,,,A1,South Sudan
42318,BAe-125-700A,N237WR,Execuflight,9,near Akron-Fulton...,,,A1,USA
42318,Cessna 650 Citation VII,PT-WQH,Banco Bradesco,4,"near Guarda-Mor, MG",,,A1,Brazil
42319,Cessna 208B Grand Caravan,N617ST,SarTec Corp.,0,Grand Forks ...,,,A2,USA
42321,Xian MA60,RDPL-34226,Lao Skyway,0,Vientiane-Wa...,,,A2,Laos
42324,Learjet 60,XA-UQP,Servicios Aéreos Estrella,0,Ixtapa/Zihua...,,,A2,Mexico
42330,Boeing 737-3Y0,EX-37005,Avia Traffic Company,0,Osh Airport ...,,,A1,Kyrgyzstan
42334,Boeing 737-322,XA-UNM,Magnicharters,0,Mexico City-...,,,A1,Mexico
42337,Cessna 560XL Citation Excel,SE-RHJ,Jivair,0,near Farnborough ...,,,A2,U.K.
42339,Gulfstream G200,VT-EHT,Premier Jet Services,0,Chennai Airp...,,,O1,India
42339,Hawker Beech 390 Premier IA,VT-RTR,Premier Jet Services,0,Chennai Airp...,,,O1,India
42339,Learjet 60XR,VT-UNO,MyJet,0,Chennai Airp...,,,O1,India
42339,Hawker 900XP,VT-ICA,private,0,Chennai Airp...,,,O1,India
42340,Airbus A321-211 (WL),D-AIAF,Condor Flugdienst,0,Berlin-Schön...,,,A2,Germany
42342,DHC-8-402Q Dash 8,VT-SUC,SpiceJet,0,Jabalpur Air...,,,A1,India
42342,BAe-125-800SP,N164WC,WC Leasing Corp.,0,Palm Springs...,,,A1,USA
42345,Eclipse 500,ZS-DKS,Dixco Transport,1,"near Swellendam, ...",,,A1,South Africa
42348,Raytheon 390 Premier I,N50VM,Sky Mast,0,Chicago-Exec...,,,A2,USA
42349,Cessna 208B Grand Caravan,C-FKDL,Wasaya Airways,1,near Pickle Lake ...,,,A1,Canada
42349,Cessna 550 Citation II,M-AGGY,MEVA,0,Oyonnax-Arbe...,,,A1,France
42353,Boeing 737-3H4 (WL),N649SW,Southwest Airlines,0,Nashville In...,,,A1,USA
42353,Embraer EMB-145MP (ERJ-145MP),G-CGWV,Eastern Airways,0,Newcastle Ai...,,,A2,U.K.
42359,Embraer ERJ-195,PK-KDC,KalStar Aviation,0,Kupang-El Ta...,,,A1,Indonesia
42360,Beech B200 Super King Air,VT-BSA,Border Security Force,10,Delhi-Indira...,,,A1,India
42361,Raytheon Beechjet 400A,XA-MEX,Aerolíneas Ejecutivas,0,Telluride Ai...,,,A1,USA
42361,Boeing 737-86J (WL),TC-CPV,Pegasus Airlines,0+ 1,Istanbul-Sab...,,,C2,Turkey
42362,Airbus A310-308,EP-MNP,Mahan Air,0,Istanbul-Ata...,,,A2,Turkey
42362,Airbus A310-304F,9Q-CVH,Serve Air,0+ 8,Mbuji-Mayi A...,,,A2,D.R. Congo
42364,ATR 72-212A (ATR 72-500),5R-MJE,Air Madagascar,0,Antananarivo...,,,A2,Madagascar
42368,Beech 200 Super King Air,N999VB,Cobb Aviation Services,0,Gary Regiona...,,,A1,USA
42371,Cessna 208B Grand Caravan,N540ME,Wright Air Service,0,near Anaktuvuk Pa...,,,A1,USA
42372,Canadair CRJ-702,N164GJ,"United Express, opb GoJet Airlines",0,Chicago-O'Ha...,,,A2,USA
42373,Beech 200 Super King Air,N275X,Skyway Aircraft,0,St. Petersbu...,,,A1,USA
42374,Basler Turbo 67 (AC-47T),FAC-1658,Colombian AF,0,Tres Esquina...,,,A2,Colombia
42377,Canadair CRJ-200PF,SE-DUX,West Air Sweden,2,near Oajevágge,,,A1,Sweden
42378,ATR 72-212A (ATR 72-500),PR-PDD,Passaredo Linhas Aéreas,0,Rondonópolis...,,,A1,Brazil
42379,Beech B200 Super King Air,N87SA,Island Airlines,0,San Juan-Lui...,,,A2,Puerto Rico
42383,Airbus A319-112,V5-ANL,Air Namibia,0,near Windhoek-Hos...,,,A2,Namibia
42384,Cessna 208B Grand Caravan,N104AN,Grant Aviation,0,Hooper Bay A...,,,A2,USA
42386,BN-2A-21 Islander,(N90460),Unknown,0,Corral Viejo,,,C1,Colombia
42387,Cessna 525 CitationJet,N711BX,Private,2,"near Cedar Fort, UT",,,A1,USA
42387,Dassault Falcon 20F-5,N706SB,Sterling LIHTC,0,Scottsdale A...,,,A1,USA
42389,DHC-6 Twin Otter 300,C-GCKB,Kenn Borek Air,0,Amundsen-Sco...,,,A2,Antarctica
42390,Cessna 560XL Citation Excel,C-GCXL,Airsprint,0,Toronto-Pear...,,,A2,Canada
42397,Cessna 208 Caravan I,VH-WTY,Hamilton Island Air,0,"Chance Bay, ...",,,A1,Australia
42397,MD-83,EP-ZAB,Zagros Air,0,Mashhad Airp...,,,A1,Iran
42399,Rockwell Sabreliner 80,N380CF,private,0,Querétaro Ai...,,,A2,Mexico
42402,Airbus A321-111,SX-BHS,"Hermes Airlines, op.for Daallo Airlines",1,near Mogadishu In...,,,C1,Somalia
42404,Canadair CRJ-900ER,OY-KFC,"SAS, opb Cimber",0,København-Ka...,,,O1,Denmark
42404,Beech B100 King Air,C-GSWG,Max Aviation,0,Montreal-St....,,,A2,Canada
42406,Antonov An-2R,RA-40204,Light Air,3,"Gay, Orenbur...",,,A1,Russia
42407,Cessna 525A CitationJet CJ2,D-ISCO,Windrose Air,0,Chambéry Air...,,,A2,France
42410,Beech 1900D,4601,Myanmar Air Force,5,near Naypyidaw In...,,,A1,Myanmar
42412,Lockheed L-100-30 Hercules,N401LC,Lynden Air Cargo,0,"near Iliamna, AK",,,A2,USA
42417,Boeing 737-7H4 (WL),N784SW,Southwest Airlines,0,Detroit-Metr...,,,A2,USA
42417,Boeing 737-823 (WL),N925NN,American Airlines,0,Detroit-Metr...,,,A2,USA
42420,Cessna 525 Citation M2,N214RT,private,0,Orlando Inte...,,,O1,USA
42423,Embraer EMB-145MP (ERJ-145MP),N856HK,Trans States Airlines,0,Saint Louis-...,,,A2,USA
42424,Viking Air DHC-6 Twin Otter 400,9N-AHH,Tara Air,23,"Dana, Myagdi...",,,A1,Nepal
42426,IPTN/CASA CN-235M-VIP,M44-07,Royal Malaysian AF,0,near Kuala Selangor,,,A1,Malaysia
42431,Beech 99A,N198WA,Wiggins Airways,0,"near Bangor, ME",,,A2,USA
42432,Cessna 208 Caravan I,3004,South African AF,0,near Langebaanweg...,,,A1,South Africa
42432,Boeing 737-95R,VT-JGD,Jet Airways,0,Mumbai-Chhat...,,,A2,India
42434,Beech B300 King Air 350,N6351V,US Army,0,near Kawrgosk,,,A2,Iraq
42434,Boeing 767-34AFER (WL),N305UP,UPS,0,Albuquerque ...,,,A2,USA
42436,Embraer ERJ 190STD (ERJ-190-100),PH-EXB,KLM Cityhopper,0,Basel/Mulhou...,,,I2,France
42436,Dornier 328-110,HB-AEO,SkyWork Airlines,0,Basel/Mulhou...,,,I2,France
42438,Antonov An-26B,S2-AGZ,True Aviation,3,near Cox's Bazar ...,,,A1,Bangladesh
42442,BN-2B-20 Islander,VP-ACT,Anguilla Air Services,0,Saint-Barthé...,,,A2,Guadeloupe
42443,Raytheon Beechjet 400A,N465FL,Flight Options,0,Rome-Richard...,,,A2,USA
42444,IAI Arava 201,E-206,Ecuador Army,22,Hacienda la ...,,,A1,Ecuador
42445,Cessna AC-208B Combat Caravan,YI-119,Iraqi AF,3,Hawijah,,,A1,Iraq
42447,Beech 1900D,AP-BII,ASSL,0,Karachi-Jinn...,,,A2,Pakistan
42448,Boeing 737-8KN (WL),A6-FDN,flydubai,62,Rostov Airpo...,,,A1,Russia
42451,Swearingen SA226-TC Metro II,LV-ZEB,CEDMA Aviación,0,Río Grande A...,,,A1,Argentina
42452,Avro RJ85,EI-RJG,CityJet,0,Florence-Per...,,,A1,Italy
42454,Embraer ERJ-190AR (ERJ-190-100 IGW),N273JB,JetBlue Airways,0,Nassau-Lynde...,,,A2,Bahamas
42456,Fokker 100,UP-F1012,Bek Air,0,Astana Inter...,,,A1,Kazakhstan
42458,Airbus A320-232,SU-GCB,EgyptAir,0,Larnaca Airp...,,,H2,Cyprus
42458,Antonov An-26RT,09 blue,Russian AF,0,Rostov Airpo...,,,A2,Russia
42461,Cessna 208B Grand Caravan,XA-ULU,Aéreo Servicios Empresariales,3,near Durango-Guad...,,,A1,Mexico
42463,Antonov An-2R,RA-54828,Technoservice-A,0,"near Aksarino, Za...",,,A2,Russia
42464,Boeing 737-8GP (WL),PK-LBS,Batik Air,0,Jakarta-Hali...,,,A2,Indonesia
42464,ATR 42-600,PK-TNJ,TransNusa Aviation Mandiri,0,Jakarta-Hali...,,,A2,Indonesia
42464,Cessna 208B Grand Caravan,PR-CRF,Two Táxi Aéreo,0,near Macapá Inter...,,,A2,Brazil
42466,Raytheon U-125 (Hawker 800),49-3043,JASDF,6,near Kanoya Air Base,,,A1,Japan
42466,Bombardier Global 6000,9H-AMZ,Comlux Malta,0,Genève-Coint...,,,A2,Switzerland
42467,Douglas C-47A (DC-3),HK-2663,Aerolineas Llaneras - Arall,0,near Puerto Gaitá...,,,A1,Colombia
42469,DHC-6 Twin Otter 100,N122PM,Skydive San Marcos,0,Fentress Air...,,,A2,USA
42473,PADC/BN-2T Islander,P2-SBC,Sunbird Aviation,12,near Kiunga Airpo...,,,A1,P.N. Guinea
42474,Antonov An-2,,Unknown,1,"Maryevka, Pe...",,,A1,Russia
42480,Beech 1900D,C-FEVA,"Air Canada Express, opb Exploits Valley Air Services",0,Gander Airpo...,,,A2,Canada
42481,Beech 300 Super King Air,PT-MCM,Agropecuária Otura,0,Porto Seguro...,,,A2,Brazil
42484,Swearingen SA226-AT Merlin IVA,EC-GFK,Flightline,0,Gerona-Costa...,,,A1,Spain
42488,Embraer ERJ-190,HC-COX,TAME Ecuador,0,Cuenca-Maris...,,,A1,Ecuador
42488,Canadair CRJ-200ER,N961SW,"SkyWest Airlines, opf United Express",0,San Francisc...,,,A2,USA
42490,Fokker 50,SE-LEZ,"Air Vallée, opb Amapola Flyg",0,Catania-Font...,,,A1,Italy
42490,Antonov An-26,,Sudan AF,5,near El Obeid Air...,,,A1,Sudan
42495,Convair CV-580 Airtanker,C-FEKF,Conair Aviation,0,Manning Airp...,,,A1,Canada
42496,Antonov An-2R,N2AN,American Airpower,0,near San Bernardi...,,,A1,USA
42497,ATR 72-212A (ATR 72-600),VT-JCX,Jet Airways,0,Indore-Devi ...,,,A2,India
42500,Airbus A321-211,N189UW,American Airlines,0,Phoenix-Sky ...,,,A2,USA
42500,Beech B100 King Air,N86TR,Dexter Air,0,Dexter Munic...,,,A2,USA
42501,Airbus A320-214,F-GKXJ,Air France,0,Paris-Charle...,,,A2,France
42501,Boeing 777-328ER,F-GZNT,Air France,0,Paris-Charle...,,,A2,France
42501,Boeing 737-9GPER (WL),9M-LNK,Malindo Airways,0,Kota Kinabal...,,,A2,Malaysia
42502,Cessna 208B Grand Caravan,N1114A,Parachute Center,0,near Lodi Airport...,,,A2,USA
42504,Cessna 208 Caravan I,XB-NLX,SkyDive México,0,near Tequesquitengo,,,A2,Mexico
42508,Antonov An-12B,4K-AZ25,Silk Way,7,Dwyer Airpor...,,,A1,Afghanistan
42509,Airbus A320-232,SU-GCC,EgyptAir,66,near Egyptian coast,,,C1,Mediterranean Sea
42513,Cessna 501 Citation I/SP,N804ST,Eagle II Aero,0,"near Texarkana, AR",,,A2,USA
42517,Boeing 777-3B5,HL7534,Korean Air,0,Tokyo-Haneda...,,,A2,Japan
42518,Airbus A320-214,EC-JGM,Vueling,0,Manchester A...,,,A2,U.K.
42524,Cessna 208B Grand Caravan,5Y-JLL,Lady Lori (Kenya),0,Akobo Airport,,,A2,South Sudan
42525,Cessna 208B Grand Caravan EX,PK-ICC,Pegasus Air Services,0,Ilaga Airpor...,,,A2,Indonesia
42525,Antonov An-30A-100,TN-AHP,South Stone Airlines,0,Yambio Airport,,,A2,South Sudan
42526,BAe-125-800B,RA-02773,Aerolimousine,0,near Neryungri Ai...,,,A1,Russia
42526,Cessna 208B Grand Caravan,N750Z,Air Choice One,0,Fort Dodge A...,,,A2,USA
42527,MD-11F,N277UP,UPS,0,Seoul-Incheo...,,,A1,South Korea
42527,Cessna 560 Citation Ultra,N145KK,Red Wing Aeroplane Company,0,Gainesville-...,,,A1,USA
42535,Antonov An-32A,EK32120,"Coco Aviation, lsf Ayk Avia",0,Bor Airport,,,A1,South Sudan
42535,Cessna 208B Grand Caravan EX,PK-RKC,Associated Mission Aviation,0,"Lolat, Yahuk...",,,A1,Indonesia
42535,ATR 72-212A (ATR 72-600),PK-WGL,Wings Air,0,unknown,,,A2,Indonesia
42537,CASA C-212 Aviocar 400MPA,8983,Vietnam Coast Guard,9,near Bach Long Vi...,,,A1,Vietnam
42540,BAe-146-300,EP-MOF,Mahan Air,0,Khark Airpor...,,,A1,Iran
42540,DHC-3T Texas Turbine Otter,N104BM,Bald Mountain Air Services,0,near Homer-Beluga...,,,A2,USA
42542,Dornier 228-202,9Q-CSL,Busy Bee Congo,0,Goma Airport...,,,A2,D.R. Congo
42542,Beech 200C Super King Air,OB-2104-P,AerCaribe Peru,0,Lima-Jorge C...,,,A2,Peru
42547,Canadair CL-215,1111,Hellenic AF,0,near Dervenochoria,,,A1,Greece
42547,Antonov An-2R,UP-A0273,Tamshybulak,1,Bereke,,,A1,Kazakhstan
42548,Boeing 777-312ER,9V-SWB,Singapore Airlines,0,Singapore-Ch...,,,A2,Singapore
42551,Antonov An-2SX,RA-33462,Krasnokutske Flight School of Civil Aviation,2,near Novopokrovsk...,,,A1,Russia
42552,Ilyushin Il-76TD,RA-76840,Russian Ministry of Emergency Situations,10,"near Rybnyi Uyan,...",,,A1,Russia
42558,DHC-8-402Q Dash 8,HS-DQC,Nok Air,0,Loei Airport...,,,A2,Thailand
42562,Lockheed C-130H Hercules,16804,Portuguese AF,3,Montijo Air ...,,,A1,Portugal
42566,Beech B200 King Air,N111MQ,Execumed Corp.,0,San Juan-Fer...,,,A2,Puerto Rico
42568,Beech 200 Super King Air,C-FCGW,Air Nunavut,0,Iqaluit Airp...,,,A1,Canada
42571,Cessna 208B Grand Caravan EX,B-10FW,Joy General Aviation,5,near Jinshan City...,,,A1,China
42571,Beech B200 Super King Air,N46CE,Century Equipment Company,0,Burnsville-M...,,,A2,USA
42572,Cessna 208B Grand Caravan,N7581F,Skydive Twin Cities,0,Baldwin Airp...,,,A2,USA
42573,Antonov An-32,K2743,Indian AF,29,near Chennai [Bay...,,,A1,Indian Ocean
42577,Embraer Phenom 300,N362FX,"Flexjet, opb Flight Options",0,Houston-Suga...,,,A1,USA
42579,Gulfstream G650ER,N827DC,TDC Management,0,Colorado Spr...,,,O1,USA
42582,Antonov An-2R,RA-54790,Lemaks,3,near Zelenogorski...,,,A1,Russia
42583,Beech C99,N234AV,Ameriflight,0,near Spanish Fork...,,,A2,USA
42583,Canadair CL-415,F-ZBEU,Securité Civile,0,Ajaccio-Napo...,,,A2,France
42585,Boeing 777-31H,A6-EMW,Emirates,0+ 1,Dubai Airpor...,,,A1,U.A.E.
42586,Cessna 208B Grand Caravan,9N-AKC,Makalu Air,0,near Simikot,,,A2,Nepal
42586,Boeing 737-3H4 (WL),N368SW,Southwest Airlines,0,Baltimore/Wa...,,,A1,USA
42587,Boeing 737-476 (SF),HA-FAX,ASL Airlines Hungary,0,Bergamo-Orio...,,,A1,Italy
42591,Boeing 737-832 (WL),N3762Y,Delta Air Lines,0,New York-Joh...,,,A2,USA
42593,Antonov An-2R,RA-17812,ALROSA,0,Polyarnyj Ai...,,,A2,Russia
42595,Cessna 500 Citation I,N70SW,Strong Tower Services,0,Fort Lauderd...,,,A2,USA
42596,Beriev Be-200ES,RF-31121,Russian Ministry of Emergency Situations,0,near São Pedro do...,,,A2,Portugal
42596,Beech 200 Super King Air,,Unknown,2,Orillas del ...,,,A1,Venezuela
42598,Cessna 550 Citation II,YV3051,Unknown,2,near Charallave-Ó...,,,A1,Venezuela
42606,Tupolev Tu-204S,RA-64021,Aviastar-TU,0,Noril'sk Air...,,,A1,Russia
42607,Learjet 55,N666TK,RCR7,0,North Eleuth...,,,A1,Bahamas
42609,Boeing 737-7H4 (WL),N766SW,Southwest Airlines,0,"near Biloxi, MS",,,A2,USA
42610,Airbus A330-323,HL8258,Asiana Airlines,0,Seoul-Incheo...,,,O2,South Korea
42613,Cessna 208B Grand Caravan EX,N752RV,"Ravn Connect, opb Hageland Aviation Services",3,near Russian Miss...,,,A1,USA
42623,Beech 200 Super King Air,N369CD,Hurricane Joaquin,0,Orlando Apop...,,,A1,USA
42623,Embraer Phenom 100,PT-MMP,Patrus Transportes Urgentes,0,Angra dos Re...,,,A2,Brazil
42626,Boeing 737-347 (SF),PK-YSY,Trigana Air Service,0,Wamena Airpo...,,,A1,Indonesia
42630,Antonov An-2R,RA-84566,"Technoservice-A, lsf Aviapartner",0,near Tatarskoye U...,,,A2,Russia
42630,Cessna 208B Grand Caravan,CC-CTS,Servicios Aéreos Pewen,0,Puerto Montt...,,,A2,Chile
42634,Beech B100 King Air,N66804,O.I.A. Enterprises,0,Jackson-McKe...,,,A2,USA
42635,Beech 200 Super King Air,ZS-KGW,Majestic Air,0,"Bray, Northe...",,,O2,South Africa
42635,Learjet 25D,YV1738,WMG Techno-Logistic,0,San Juan-Fer...,,,A2,Puerto Rico
42637,BAe 4101 Jetstream 41,9N-AIB,Yeti Airlines,0,Bhairawa Air...,,,A1,Nepal
42637,DHC-8-202Q Dash 8,N366PH,"CommutAir, opf United Express",0,Washington-D...,,,A2,USA
42638,Learjet 31A,PK-JKI,Nusantara Air Charter,0,Jakarta-Hali...,,,A1,Indonesia
42641,Beech 1900D,ZS-PZE,"UN, opb King Air Charter",0,Beni Airport...,,,A2,D.R. Congo
42643,Cessna 208B Grand Caravan,HK-3804,Llanera de Aviación,4,near San Antonio ...,,,A1,Colombia
42643,Beech 1900C,N376SA,Southern Air Charter,0,Deadman's Ca...,,,A2,Bahamas
42644,Airbus A330-302,B-18307,China Airlines,0,Taipei-Taiwa...,,,A2,Taiwan
42645,Cessna 208B Grand Caravan,N208SD,"Ravn Connect, opb Hageland Aviation Services",3,"near Togiak, AK",,,A1,USA
42646,Cessna F406 Caravan II,OH-OTL,Lapin Tilauslento,0,Oulu Airport...,,,A2,Finland
42647,Boeing 737-4Q8 (SF),OE-IAG,ASL Airlines Belgium,0,Belfast Inte...,,,A2,U.K.
42652,Embraer P-95B Bandeirulha (EMB-111),7103,Brazilian AF,0,São Paulo-Ca...,,,A2,Brazil
42654,Antonov An-26-100,RA-26660,Polyarnaya Aviatsiya,0,near Belaya Gora ...,,,A1,Russia
42654,Beech 200 Super King Air,C-GFSB,Fast Air,0,Bloodvein Ri...,,,A2,Canada
42656,Cessna 500 Citation I,C-GTNG,Norjet,4,near Kelowna Airp...,,,A1,Canada
42656,Cessna 525B CitationJet CJ3+,N518AR,A.R. Wings,0,Smithfield-N...,,,A2,USA
42657,Cessna 208 Caravan I,N208KM,NPTC,1,Dunnellon/Ma...,,,A2,USA
42662,Lockheed C-130B Hercules,FAC-1014,Colombian AF,1,near Apiay,,,A1,Colombia
42664,Embraer C-95BM Bandeirante (EMB-110,2305,Brazilian AF,0,Porto Alegre...,,,A2,Brazil
42664,Airbus A300B4-203F,PR-STN,Sterna Linhas Aéreas,0,Recife-Guara...,,,A1,Brazil
42665,ATR 72-212A (ATR 72-600),CS-DJF,"TAP Express, opb White Airways",0,Lisboa-Humbe...,,,A2,Portugal
42667,Swearingen SA227-AT Expediter,N577MX,CAE Aviation,5,Malta-Luqa A...,,,A1,Malta
42667,Dornier 328JET-310,XA-ALA,FlyMex,0,Toluca Airpo...,,,A1,Mexico
42667,DHC-8-402Q Dash 8,ET-ANY,Ethiopian Airlines,0,Dire Dawa-Ab...,,,A1,Ethiopia
42671,Swearingen SA227-DC Metro 23 (C-26B,PNC-0226,Colombian Police,0,Bogotá-Eldor...,,,A2,Colombia
42671,MD-10-10F,N370FE,FedEx,0,Fort Lauderd...,,,A1,USA
42671,Boeing 767-323ER (WL),N345AN,American Airlines,0,Chicago-O'Ha...,,,A1,USA
42673,Beech 100 King Air,N411HA,Honaker Aviation,0,Jeffersonvil...,,,A1,USA
42674,DHC-4T Caribou,PK-SWW,"Puncak Regency Adm., opb Alfa Indonesia",4,near Ilaga Airpor...,,,A1,Indonesia
??-OCT-2016,Cessna 500 Citation I,N888JL,Advanced Power Aviation,0,Wichita-Mid-...,,,A1,USA
42684,MD-11F,D-ALCM,Lufthansa Cargo,0,Buenos Aires...,,,A2,Argentina
42688,Bombardier Challenger 300,N303CZ,Unknown,0,Panama City ...,,,A2,Panama
42693,Boeing 737-823 (WL),N832NN,American Airlines,0,Saint Louis-...,,,A2,USA
42697,Beech 200 Super King Air,N80RT,Flight Development,0,near Moorhead Mun...,,,A1,USA
42698,Dassault Falcon 7X,VQ-BSO,Shell Aircraft,0,London City ...,,,A2,U.K.
42698,Dassault Falcon 7X,VQ-BSF,Shell Aircraft,0,London City ...,,,A2,U.K.
42701,CASA/Nurtanio NC-212 Aviocar,U-623,Indonesian Navy,0,Pitu/Morotai...,,,A2,Indonesia
42702,Avro RJ85,CP-2933,LaMia,71,near Rionegro/Med...,,,A1,Colombia
42703,Boeing 737-8HO (WL),9Y-SXM,Caribbean Airlines,0,Georgetown-C...,,,A2,Guyana
42703,Boeing 767-319ER,N767WA,Fly Jamaica Airways,0,Georgetown-C...,,,A2,Guyana
42705,Basler Turbo 67 (DC-3T),C-GEAJ,"ALCI Aviation, opf North Star Air Cargo",0,Pickle Lake ...,,,A2,Canada
42706,Beech B100 King Air,N900RD,Kidd Aviation,0,Tyler-Pounds...,,,A1,USA
42707,PZL-Mielec M28 Skytruck,P-4201,Indonesian Police,13,near Tanjung Pinang,,,A1,Indonesia
42708,Cessna 500 Citation I,N332SE,Yatish Air,0,Gunnison-Cre...,,,A1,USA
42709,Swearingen SA227-AC Metro III,N765FA,Key Lime Air,1,"near Camilla, GA",,,A1,USA
42709,Cessna 550 Citation II,N75WL,DC Aviation,0,near Port Aransas...,,,A2,USA
42711,ATR 42-500,AP-BHO,PIA,47,near Havelian,,,A1,Pakistan
42711,Boeing 737-8FE (WL),VH-YFT,Virgin Australia Airlines,0,Hobart Airpo...,,,A2,Australia
42711,Boeing 737-8FE (WL),VH-VUP,Virgin Australia Airlines,0,Hobart Airpo...,,,A2,Australia
42714,Boeing 737-46J,JY-JAQ,"Jordan Aviation, op.for Safi Airways",0,Kabul-Hamid ...,,,A2,Afghanistan
42716,Beech A100 King Air,C-FONY,Grondair Aviation,0,Saint-Frédér...,,,A1,Canada
42717,Beech B200 Super King Air,VH-MVL,Royal Flying Doctor Service,0,Moomba Airpo...,,,A1,Australia
42718,DHC-8-402Q Dash 8,G-PRPC,Flybe,0,Manchester A...,,,A2,U.K.
42720,Bombardier CRJ-900ER,OY-KFF,"SAS, opb Cimber",0,København-Ka...,,,A2,Denmark
42722,Lockheed C-130H Hercules,A-1334,Indonesian AF,13,near Wamena Airpo...,,,A1,Indonesia
42722,Boeing P-8A Poseidon (737-8FV),168763,US Navy,0,Okinawa-Kade...,,,A2,Japan
42723,Ilyushin Il-18V,RF-91821,Russian AF,0,near Tiksi Airpor...,,,A1,Russia
42724,Boeing 727-2J0 (F),HK-4544,Aerosucre Colombia,5,near Puerto Carre...,,,A1,Colombia
42725,Beech B200T Super King Air,M41-03,Royal Malaysian AF,1,Butterworth ...,,,A1,Malaysia
42727,Airbus A320-214,5A-ONB,Afriqiyah Airways,0,Malta-Luqa A...,,,H2,Malta
42729,Tupolev Tu-154B-2,RA-85572,Russian AF,92,near Adler,,,A1,Russia
42729,ATR 72-212A (ATR 72-600),PK-WGW,Wings Air,0,Semarang-Ach...,,,A1,Indonesia
42730,Airbus A340-313,OY-KBC,SAS,0,København-Ka...,,,A2,Denmark
42730,Avro RJ100,SE-DST,BRA - Braathens Regional Airlines,0,København-Ka...,,,A1,Denmark
