date,Month,Year,type,registration,operator,Fatalities,location,cat,Country,Manufacturer,Military / Commercial
2/1/1950,2,1950,Fairchild C-82A Packet,44-22986,USAF,0,Mount Clemen...,A1,USA,Fairchild ,M
2/2/1950,2,1950,Douglas C-47A (DC-3),PH-TEU,KLM,7,near Dutch coast ...,A1,Atlantic Ocean,Douglas ,C
2/3/1950,2,1950,Short Sunderland GR.5,PP118,RAF,0,Calshot RAF ...,O1,U.K.,Short ,M
2/4/1950,2,1950,Douglas C-47D,43-49143,USAF,3,near Roosevelt Ro...,A1,Puerto Rico,Douglas ,M
2/5/1950,2,1950,Curtiss C-46D,YV-C-AQE?,T.A. Transandino,0,Maracaibo,A2,Venezuela,Curtiss ,C
2/5/1950,2,1950,Douglas C-54A (DC-4),4X-ACD,El Al,0,Lydda Airpor...,A1,Israel,Douglas ,C
2/6/1950,2,1950,Douglas C-47 (DC-3),FAC-665,Colombian AF,4,near Cali,A1,Colombia,Douglas ,M
2/7/1950,2,1950,Douglas C-47D,45-1037,USAF,0,"near Pon Lake, YT",A1,Canada,Douglas ,M
2/7/1950,2,1950,PB2B-1 Catalina,NZ4051,New Zealand AF,0,"Evans Bay, W...",A1,New Zealand,Catalina,M
2/9/1950,2,1950,Canadair C-4-1 North Star,CF-CPR,Canadian Pacific,0,Tokyo-Haneda...,A1,Japan,Canadair ,C
2/9/1950,2,1950,Douglas C-54E (DC-4),44-9091,USAF,3,"near Raynesford, MT",A1,USA,Douglas ,M
2/10/1950,2,1950,Douglas C-47D,43-48457,USAF,0,Los Angeles ...,A1,USA,Douglas ,M
2/12/1950,2,1950,Junkers Ju-52/3m,CR-AAJ,DETA,0,"Lagoa Páti, ...",A1,Mozambique,Junkers ,C
2/16/1950,2,1950,Douglas DC-3A,F-BAOD,Air France,0,Cotonou Airp...,A1,Benin,Douglas ,C
2/21/1950,2,1950,Douglas C-47 (DC-3),FAC-664,Colombian AF,0,"near Campoalegre,...",A1,Colombia,Douglas ,M
2/27/1950,2,1950,Douglas C-47A (DC-3),OK-WDY,CSA,6,Praded Mountain,A1,Czech Rep.,Douglas ,C
2/28/1950,2,1950,Douglas Dakota IV (DC-3),KJ936,RCAF,0,"near Snag, YT",A1,Canada,Douglas ,M
3/1/1950,3,1950,Douglas C-47 (DC-3),HK-507,SAM,2,Medellín-Enr...,A1,Colombia,Douglas ,C
3/1/1950,3,1950,Curtiss C-46A,42-107320,USAF,0,Harrisburg-O...,A1,USA,Curtiss ,M
3/7/1950,3,1950,Martin 2-0-2,NC93050,Northwest Orient Airlines,15,near Minneapolis-...,A1,USA,Martin ,C
3/10/1950,3,1950,Bristol 170 Freighter 21,F-BECR,SITA,4,near Saigon,A1,Vietnam,Bristol ,C
3/11/1950,3,1950,Douglas C-47B (DC-3),43-48464,USAF,1,"Hope, AR",A1,USA,Douglas ,M
3/11/1950,3,1950,Douglas C-47 (DC-3),HK-123,Avianca,0,Ipiales Airp...,A1,Colombia,Douglas ,C
3/12/1950,3,1950,Avro 689 Tudor 5,G-AKBY,Fairflight,80,near Llandow,A1,U.K.,Avro ,C
3/16/1950,3,1950,Douglas Dakota IV (DC-3),KN300,RAF,0,Iringa-Nduli...,A1,Tanzania,Douglas ,M
3/21/1950,3,1950,Bristol 170 Freighter 21,G-AHJJ,Bristol,4,near Cowbridge,A1,U.K.,Bristol ,C
3/21/1950,3,1950,Fairchild C-82A Packet,45-57752,USAF,0,Smyrna-Sewar...,O1,USA,Fairchild ,M
3/23/1950,3,1950,Douglas C-47D,43-48940,USAF,2,Rome-Griffis...,A1,USA,Douglas ,M
3/24/1950,3,1950,Douglas DC-3,,CSA,0,Erding Air Base,H2,Germany,Douglas ,C
3/24/1950,3,1950,Douglas DC-3,,CSA,0,Erding Air Base,H2,Germany,Douglas ,C
3/24/1950,3,1950,Douglas DC-3,,CSA,0,Erding Air Base,H2,Germany,Douglas ,C
3/25/1950,3,1950,Douglas C-47A (DC-3),TC-BAL,DHY,15,near Ankara-Etime...,A1,Turkey,Douglas ,C
3/25/1950,3,1950,Lockheed 414-08 Hudson IVA,VH-BDN,"Fawcett Aviation Service, op.for Mandated Airines",3,Lae Airfield,A1,P.N. Guinea,Lockheed ,C
3/26/1950,3,1950,Short S.25 Sunderland GR.5,SZ573,RAF,2,Singapore-Se...,O1,Singapore,Short ,M
3/28/1950,3,1950,Douglas C-47A (DC-3),SP-LCC,LOT,0,,U1,Poland,Douglas ,C
3/28/1950,3,1950,Douglas C-47B (DC-3),43-49915,USAF,3,near Komaki Air B...,A1,Japan,Douglas ,M
3/28/1950,3,1950,Douglas C-47D,44-77292,USAF,0,Stephenville...,A1,Canada,Douglas ,M
3/28/1950,3,1950,Douglas C-47D (DC-3),45-1065,USAF,4,near Rockcliffe R...,A1,Canada,Douglas ,M
3/28/1950,3,1950,Douglas C-47A (DC-3),43-15557,USAF,0,"near Roswell AAF, NM",A1,USA,Douglas ,M
3/28/1950,3,1950,Latécoère 631,F-WANU,SEMAF,12,near Cap Ferret,A1,France,Latécoère ,M
3/29/1950,3,1950,Lisunov Li-2T,SP-LBA,LOT,0,,A1,Poland,Lisunov ,C
4/4/1950,4,1950,Curtiss C-46,,Republic of China AF,0,Hong Kong-Ka...,C1,Unknown country,Curtiss ,M
4/5/1950,4,1950,Douglas C-47A (DC-3),VT-CJD,Deccan Airways,3,near Calcutta-Dum...,A1,India,Douglas ,C
4/5/1950,4,1950,Martin JRM-3 Mars,76822,US Navy,0,Ke'ehi Lagoo...,A1,USA,Martin ,M
4/7/1950,4,1950,Lisunov Li-2,CCCP-L4411,"Aeroflot, Ukraine",0,near Kiev,A1,Ukraine,Lisunov ,C
4/8/1950,4,1950,Bristol 170 Freighter 21,,Pakistan AF,16,"Suberi, Raja...",A1,Pakistan,Bristol ,M
4/9/1950,4,1950,Consolidated PBY-5 Catalina,VP-BAO,Caribbean International,0,"near Kingston, Ja...",A1,Atlantic Ocean,Consolidated ,C
4/10/1950,4,1950,Douglas C-47A (DC-3),43-48102,USAF,0,Kansas City-...,A1,USA,Douglas ,M
4/11/1950,4,1950,Fairchild C-82A Packet,45-57798,USAF,0,Cornwallis I...,A1,Canada,Fairchild ,M
4/13/1950,4,1950,Vickers 610 Viking 1B,G-AIVL,BEA,0,near Hastings,C2,U.K.,Vickers ,C
4/13/1950,4,1950,Short Sunderland GR.5,1706,South African AF,0,,A1,South Africa,Short ,M
4/15/1950,4,1950,Douglas C-47 (DC-3),HK-309,LANSA,2,near Pinto,A1,Colombia,Douglas ,C
4/17/1950,4,1950,Douglas TS-62 (DC-3),CCCP-L862,"Aeroflot, East Siberia",10,near Vitim,A1,Russia,Douglas ,C
4/18/1950,4,1950,Douglas C-47A (DC-3),VT-CGM,Bharat Airways,0,Calcutta-Dum...,U1,India,Douglas ,C
4/21/1950,4,1950,Douglas C-54D (DC-4),42-72704,USAF,35,near Tachikawa Ai...,A1,Japan,Douglas ,M
4/23/1950,4,1950,Focke-Wulf Fw 200C-4,CCCP-N500,"GUSMP, Directorate of Polar Aviation",0,Yakutsk Airp...,A1,Russia,Focke-Wulf ,C
4/24/1950,4,1950,Curtiss C-46,CB-51,LAB,0,Cochabamba,A1,Bolivia,Curtiss ,C
4/25/1950,4,1950,Douglas Dakota III (DC-3),KG317,RCAF,0,near Summerside A...,A1,Canada,Douglas ,M
4/26/1950,4,1950,Douglas C-54D (DC-4),42-72597,USAF,0,"near Hartsville, SC",A1,USA,Douglas ,M
4/26/1950,4,1950,Douglas C-47B (DC-3),45-954,USAF,2,near Leon Springs...,A1,USA,Douglas ,M
5/1/1950,5,1950,Douglas C-47A (DC-3),F-OAFP,French High Commissioner,0,near Tenkodogo,A1,Burkina Faso,Douglas ,C
5/2/1950,5,1950,Douglas C-47 (DC-3),HK-120,Avianca,15,near Simiatug,A1,Ecuador,Douglas ,C
5/3/1950,5,1950,Douglas Dakota IV (DC-3),KN543,RAF,0,Habbaniya RA...,A1,Iraq,Douglas ,M
5/3/1950,5,1950,Douglas C-47B (DC-3),45-1112,USAF,0,near Fairbanks-La...,A1,USA,Douglas ,M
5/7/1950,5,1950,Consolidated PBY-5A Catalina,A24-105,RAAF,5,near Georgetown A...,A1,Australia,Consolidated ,M
5/11/1950,5,1950,Lockheed XP2V-1 Neptune,48238,US Navy,0,"Oyster, Nort...",A1,USA,Lockheed ,M
5/15/1950,5,1950,Short S.25 Sandringham 6,LN-IAU,DNL,0,near Harstad,A1,Norway,Short ,C
5/17/1950,5,1950,Douglas C-47A (DC-3),VT-CHB,Airways (India),0,Balurghat Ai...,A1,India,Douglas ,C
5/17/1950,5,1950,Douglas C-47D,43-49496,USAF,1,Aurora-Lowry...,A1,USA,Douglas ,M
5/17/1950,5,1950,Douglas C-47D,43-49267,USAF,0,"near Burley, ID",A1,USA,Douglas ,M
5/22/1950,5,1950,Junkers Ju-52/3m,,Bulgarian AF,6,Mount Paskal,A1,Bulgaria,Junkers ,M
5/24/1950,5,1950,Douglas C-47A (DC-3),HK-307,LANSA,26,near Pasto,A1,Colombia,Douglas ,C
5/24/1950,5,1950,Grumman G-73 Mallard,N2941,Ford Motor Co.,1,Charlotte-Do...,A1,USA,Grumman ,C
5/24/1950,5,1950,Lockheed P2V-2 Neptune,39334,US Navy,0,near Cape Flatter...,C1,USA,Lockheed ,M
5/26/1950,5,1950,Douglas C-47B (DC-3),PP-SRV,VASP,0,São Paulo-Co...,A1,Brazil,Douglas ,C
5/26/1950,5,1950,Vickers Valetta C.1,VX497,RAF,0,Malta-Luqa A...,A1,Malta,Vickers ,M
5/27/1950,5,1950,Curtiss C-46F,N9406H,"Regina Cargo Airlines, lsf USAF",1,near Teterboro Ai...,A1,USA,Curtiss ,M
5/30/1950,5,1950,Douglas C-47 (DC-3),PP-AVZ,Aerovias Brasil,13,"near Ilhéus, BA",A1,Brazil,Douglas ,C
6/1/1950,6,1950,Douglas Dakota IV (DC-3),KN679,RAF,0,,A1,Unknown country,Douglas ,M
6/1/1950,6,1950,Lockheed P2V-2 Neptune,122454,US Navy,9,Quonset Poin...,A1,USA,Lockheed ,M
6/2/1950,6,1950,Avro 685 York C.1,MW164,RAF,0,Bassingbourn...,A1,U.K.,Avro ,M
6/5/1950,6,1950,Curtiss C-46F,N1248N,Westair Transport,28,"near Melbourne, F...",A1,Atlantic Ocean,Curtiss ,C
6/9/1950,6,1950,Douglas DC-3-178,N16030,New Tribes Mission,15,near Fonseca,A1,Colombia,Douglas ,C
6/10/1950,6,1950,Douglas C-47D,43-48477,USAF,1,Tulsa Munici...,A1,USA,Douglas ,M
6/12/1950,6,1950,Douglas C-47A (DC-3),LV-ACL,Aerolineas Argentinas,0,Buenos Aires...,A1,Argentina,Douglas ,C
6/12/1950,6,1950,Douglas DC-4-1009,F-BBDE,Air France,46,near Bahrain Airp...,A1,Bahrain,Douglas ,C
6/12/1950,6,1950,Junkers Ju-52/3m,,French AF,7,within Madagascar,A1,Madagascar,Junkers ,M
6/14/1950,6,1950,Douglas DC-4-1009,F-BBDM,Air France,40,near Bahrain Airp...,A1,Bahrain,Douglas ,C
6/15/1950,6,1950,Curtiss C-46F,N74170,"Pan Am, lsf USAF",0,near Merida,A1,Mexico,Curtiss ,M
6/19/1950,6,1950,Douglas C-47B (DC-3),43-48885,USAF,1,Oklahoma Cit...,A1,USA,Douglas ,M
6/23/1950,6,1950,Douglas DC-4,N95425,Northwest Orient Airlines,58,near Benton Harbo...,A1,USA,Douglas ,C
6/25/1950,6,1950,Douglas C-54D (DC-4),42-72648,USAF,0,Seoul (K-14)...,A1,South Korea,Douglas ,M
6/26/1950,6,1950,Douglas DC-4-1009,VH-ANA,ANA,29,"near Guildford, WA",A1,Australia,Douglas ,C
6/26/1950,6,1950,Consolidated KM-2 (PBN-1 Nomad),CCCP-N488,Polyarnaya Aviatsiya,2,Khimki Reser...,A1,Russia,Consolidated ,C
6/28/1950,6,1950,Fairchild C-119C Flying Boxcar,49-134,USAF,4,near Hendersonvil...,A1,USA,Fairchild ,M
6/29/1950,6,1950,Fairchild C-119B Flying Boxcar,48-338,USAF,0,"near Decatur, AL",A1,USA,Fairchild ,M
6/30/1950,6,1950,Douglas C-47 (DC-3),YV-C-ARG,RANSA,0,El Lorza,A1,Venezuela,Douglas ,C
6/30/1950,6,1950,SNCASE SE.2010 Armagnac,F-WAVA,SNCASE,3,near Toulouse,A1,France,Sud Aviation,C
6/30/1950,6,1950,Douglas C-54G (DC-4),45-518,USAF,23,near Busan,A1,South Korea,Douglas ,M
7/3/1950,7,1950,Consolidated C-10A Catalina (PBY-5A,6518,Brazilian AF,2,"Guajará, PA",A1,Brazil,Consolidated ,M
7/9/1950,7,1950,Douglas C-47A (DC-3),F-BFGL,Aigle Azur,22,near Casablanca-C...,A1,Morocco,Douglas ,C
7/10/1950,7,1950,Douglas C-47 (DC-3),,USAF,0,,C1,South Korea,Douglas ,M
7/13/1950,7,1950,Douglas C-47B (DC-3),45-890,USAF,0,Taejon Air Base,A1,South Korea,Douglas ,M
7/17/1950,7,1950,Douglas C-47A (DC-3),VT-ATS,Indian National Airways,22,near Pathankot,A1,India,Douglas ,C
7/18/1950,7,1950,Douglas C-47A (DC-3),CR-LBK,DTA,12,near Bocoio,A1,Angola,Douglas ,C
7/19/1950,7,1950,Short Sunderland GR.5,PP164,RAF,0,Iwakuni NAS,O1,Japan,Short ,M
7/19/1950,7,1950,Ilyushin Il-12P,CCCP-L1340,"Aeroflot, Georgia",4,near Tbilisi Airp...,A1,Georgia,Ilyushin ,C
7/21/1950,7,1950,Fairchild C-82A Packet,45-57831,USAF,0,Kenai Airpor...,A1,USA,Fairchild ,M
7/23/1950,7,1950,Curtiss C-46D,44-77577,USAF,39,near Myrtle Beach...,A1,USA,Curtiss ,M
7/23/1950,7,1950,CASA 352 (Ju-52),T.2-167,Spanish AF,0,,U1,Unknown country,CASA ,M
7/24/1950,7,1950,Douglas C-47A (DC-3),LR-AAN,Air Liban,3,northern Isr...,C2,Israel,Douglas ,C
7/27/1950,7,1950,Douglas C-47D,44-76439,USAF,25,near O-Shima,A1,Japan,Douglas ,M
7/28/1950,7,1950,Lockheed L-049 Constellation,PP-PCG,Panair do Brasil,51,near Porto Alegre...,A1,Brazil,Lockheed ,C
7/29/1950,7,1950,Bristol 170 Freighter 21,F-BENF,CAT,26,Tanezrouft,A1,Algeria,Bristol ,C
7/29/1950,7,1950,Douglas C-54D (DC-4),42-72700,USAF,6,"near Juneau, AK",A1,USA,Douglas ,M
7/29/1950,7,1950,Douglas DC-3C,OK-WAB,CSA,1,near Koice,A1,Slovakia,Douglas ,C
7/30/1950,7,1950,Curtiss C-46F,N67960,"Flying Tiger Line, lsf USAF",0,"Denver, CO",A1,USA,Curtiss ,M
7/30/1950,7,1950,SNCASE SE.161/P7 Languedoc,F-BCUI,Air France,0,Marseille-Ma...,A1,France,Sud Aviation,C
7/30/1950,7,1950,Ilyushin Il-12,CCCP-L1803,"Aeroflot, Kazakstan",25,near Karaganda Ai...,A1,Kazakhstan,Ilyushin ,C
7/30/1950,7,1950,Lockheed 18 Lodestar,PP-SAA,SAVAG - Viação Aérea Gaucha,12,near São Francisc...,A1,Brazil,Lockheed ,C
7/31/1950,7,1950,Handley Page Hastings C.1,TG583,RAF,0,Dishforth RA...,A1,U.K.,Handley ,M
7/31/1950,7,1950,Fairchild C-82A Packet,44-23021,USAF,0,"near Tallahassee, FL",A1,USA,Fairchild ,M
8/3/1950,8,1950,Douglas C-47D,43-49278,USAF,0,"near Decatur, IL ...",A1,USA,Douglas ,M
8/4/1950,8,1950,Curtiss R5C-1 (C-46),39566,USMC,0,near Oklahoma Cit...,A1,USA,Curtiss ,C
8/5/1950,8,1950,Douglas C-47A (DC-3),OK-WDV,CSA,0,Koice Airpo...,A1,Slovakia,Douglas ,C
8/11/1950,8,1950,unknown,,CSA,0,near Aichach,H2,Germany,Unknown,C
8/11/1950,8,1950,Ilyushin Il-12P,CCCP-L1706,"Aeroflot, Moscow",2,near Sverdlovsk-K...,A1,Russia,Ilyushin ,C
8/13/1950,8,1950,Lisunov Li-2,CCCP-H955,Dalstroi Aviation,5,near Seimchan,A1,Russia,Lisunov ,C
8/16/1950,8,1950,Lockheed P2V-3 Neptune,122940,US Navy,0,near Paeng Nylong-do,C1,North Korea,Lockheed ,M
8/22/1950,8,1950,Douglas DC-6,N90705,American Airlines,1,"near Eagle, CO",A2,USA,Douglas ,C
8/23/1950,8,1950,Douglas C-47 (DC-3),FAC-670,Colombian AF,0,"near Cravo Norte,...",A1,Colombia,Douglas ,M
8/24/1950,8,1950,Douglas C-47B (DC-3),45-1126,USAF,0,Chinhae Air ...,A1,South Korea,Douglas ,M
8/25/1950,8,1950,Douglas Dakota IV (DC-3),KN630,RAF,12,near Kampong Jenera,A1,Malaysia,Douglas ,M
8/26/1950,8,1950,Consolidated PBY-5A Catalina,48411,US Navy,0,Quonset Poin...,A1,USA,Consolidated ,M
8/29/1950,8,1950,Douglas C-47 (DC-3),HK-116,Avianca,0,Barranquilla,A1,Colombia,Douglas ,C
8/30/1950,8,1950,Douglas Dakota IV (DC-3),KN240,RAF,9,near Jemaja Islan...,A1,Pacific Ocean,Douglas ,M
8/31/1950,8,1950,Lockheed L-749A Constellation,N6004C,TWA,55,near Wadi Natrun,A1,Egypt,Lockheed ,C
9/1/1950,9,1950,Fairchild C-119C Flying Boxcar,49-163,USAF,7,"near Parsons, TN",A1,USA,Fairchild ,M
9/4/1950,9,1950,Douglas DC-3-229,N18936,Robinson Airlines,16,"near Utica, NY",A1,USA,Douglas ,C
9/4/1950,9,1950,Martin 2-0-2,N93051,Northwest Orient Airlines,0,Billings Mun...,A2,USA,Martin ,C
9/6/1950,9,1950,Douglas C-54D (DC-4),42-72583,USAF,11,near Osaka-Itami ...,A1,Japan,Douglas ,M
9/8/1950,9,1950,Curtiss C-46A,PP-LDB,T.A. Bandeirantes,0,Guanabara Ba...,A1,Brazil,Curtiss ,C
9/10/1950,9,1950,Douglas R5D-3 (DC-4),87755,US Navy,0,near Midway Island,A1,U.S. M.O. Islands,Douglas ,M
9/11/1950,9,1950,Lockheed 18 Lodestar,N13Y,Private,3,"Rocky Peak, CA",A1,USA,Lockheed ,C
9/12/1950,9,1950,Douglas C-47 (DC-3),F-OACA,CATI,0,Son-La-Na-Sa...,A1,Vietnam,Douglas ,C
9/12/1950,9,1950,Douglas C-47A (DC-3),43-15299,USAF,5,near Anchorage-El...,A1,USA,Douglas ,M
9/13/1950,9,1950,Fairchild C-119B Flying Boxcar,48-353,USAF,0,Ashiya Air Base,A1,Japan,Fairchild ,M
9/14/1950,9,1950,Douglas C-54B (DC-4),TF-RVC,Loftleidir,0,Vatnajökull ...,A1,Iceland,Douglas ,C
9/14/1950,9,1950,Douglas C-47A (DC-3),EP-AAG,Iranian Airways,9,near Tehran-Mehra...,A1,Iran,Douglas ,C
9/14/1950,9,1950,Fairchild C-119C Flying Boxcar,49-145,USAF,0,Ashiya Air Base,A1,Japan,Fairchild ,M
9/17/1950,9,1950,Short Sunderland GR.5,NJ268,RAF,0,Wig Bay,O1,U.K.,Short ,M
9/19/1950,9,1950,Douglas R5D-3 (DC-4),56496,US Navy,26,near Kwajalein NA...,A1,Marshall Isl.,Douglas ,M
9/21/1950,9,1950,Douglas C-47A (DC-3),YU-ABC,JAT,10,Malo Sljeme,A1,Croatia,Douglas ,C
9/21/1950,9,1950,Vickers Valetta C.1,VX499,RAF,0,near Aden-Khormak...,A1,Yemen,Vickers ,M
9/25/1950,9,1950,Fairchild C-119B Flying Boxcar,48-324,USAF,0,Nagoya-Komak...,O1,Japan,Fairchild ,M
9/26/1950,9,1950,Douglas C-47A (DC-3),VT-DAT,Air-India,0,Barrackpore ...,A1,India,Douglas ,C
9/26/1950,9,1950,Douglas C-54D (DC-4),42-72457,USAF,23,near Ashiya Air Base,A1,Japan,Douglas ,M
9/26/1950,9,1950,Lockheed P2V Neptune,,US Navy,0,near North Korea,A1,North Korea,Lockheed ,M
9/27/1950,9,1950,Vickers 615 Viking 1B,T-8,Argentine AF,0,El Palomar A...,O1,Argentina,Vickers ,M
9/27/1950,9,1950,Curtiss C-46D,XT-862,Civil Air Transport,0,Iwakuni MCAS,A1,Japan,Curtiss ,C
9/29/1950,9,1950,CASA 352 (Ju-52),T.2-124,Spanish AF,5,Galápagos,A1,Spain,CASA ,M
9/30/1950,9,1950,Grumman G-73 Mallard,N74044,Private,1,Columbus Sou...,A1,USA,Grumman ,C
10/2/1950,10,1950,Curtiss C-46,CB-38,LAB,0,Laguna Anteo...,U1,Bolivia,Curtiss ,C
10/2/1950,10,1950,Curtiss C-46F,N1661M,National Airlines,0,Washington-N...,A2,USA,Curtiss ,C
10/3/1950,10,1950,Short Sunderland GR.5,SZ569,RAF,0,"Malay Cove, ...",A1,Sri Lanka,Short ,M
10/5/1950,10,1950,Bristol 170 Freighter 21,WH575,Bristol,0,Filton Airpo...,A2,U.K.,Bristol ,C
10/5/1950,10,1950,Lisunov Li-2,CCCP-L4592,"Aeroflot, Northern",0,Rostov Airpo...,A1,Russia,Lisunov ,C
10/12/1950,10,1950,Douglas C-47A (DC-3),VH-SMH,John Fairfax & Sons,2,"Bungulla, NSW",A1,Australia,Douglas ,C
10/12/1950,10,1950,Fairchild C-119B-10-FA Flying Boxca,49-105,USAF,3,Ashiya Air Base,A1,Japan,Fairchild ,M
10/12/1950,10,1950,Douglas C-47A (DC-3),YV-C-ARF,RANSA,0,Maracaibo-Gr...,A1,Venezuela,Douglas ,C
10/13/1950,10,1950,Martin 2-0-2,NC93037,Northwest Orient Airlines,6,"Almelund, MN",A1,USA,Martin ,C
10/13/1950,10,1950,Douglas C-47A (DC-3),F-BAXM,Air Atlas,4,Casablanca,A1,Morocco,Douglas ,C
10/13/1950,10,1950,Douglas VC-47D (DC-3),43-49041,USAF,4,"near St Claire, AL",A1,USA,Douglas ,M
10/15/1950,10,1950,Douglas C-47A (DC-3),42-100855,USAF,4,Sea of Japan,A1,Pacific Ocean,Douglas ,M
10/16/1950,10,1950,Lisunov Li-2,CCCP-L4532,"Aeroflot, Kazakstan",0,Alma-Ata Air...,A1,Kazakhstan,Lisunov ,C
10/17/1950,10,1950,Douglas C-47A (DC-3),G-AGIW,BEA,28,Mill Hill,A1,U.K.,Douglas ,C
10/19/1950,10,1950,Douglas C-47B (DC-3),43-49440,USAF,0,Dhahran Airp...,A1,Saudi Arabia,Douglas ,M
10/20/1950,10,1950,Douglas C-47A (DC-3),42-92041,USAF,0,"near Limestone, ME",A1,USA,Douglas ,M
10/25/1950,10,1950,Avro 685 York C.1,MW102,RAF,0,Singapore-Ch...,A1,Singapore,Avro ,M
10/26/1950,10,1950,Douglas C-47B (DC-3),43-49030,USAF,4,"near Truckee, CA",A1,USA,Douglas ,M
10/26/1950,10,1950,Douglas C-47B (DC-3),CCCP-N369,Polyarnaya Aviatsiya,0,Arctic Ice S...,A1,Arctic Ocean,Douglas ,C
10/27/1950,10,1950,Lockheed P2V-3W Neptune,124290,US Navy,0,Tachikawa Ai...,A1,Japan,Lockheed ,M
10/31/1950,10,1950,Vickers 610 Viking 1B,G-AHPN,BEA,28,London Airpo...,A1,U.K.,Vickers ,C
11/2/1950,11,1950,Fairchild C-119C Flying Boxcar,49-189,USAF,0,"near Bridgeport, AL",A1,USA,Fairchild ,M
11/3/1950,11,1950,Lockheed L-749 Constellation,VT-CQP,Air-India,48,Mont Blanc,A1,France,Lockheed ,C
11/4/1950,11,1950,Douglas DC-3 (R4D-1),PP-IBC,Central Aérea,0,Vitoria Da C...,A1,Brazil,Douglas ,C
11/4/1950,11,1950,Douglas SC-47D,43-49681,USAF,0,Misawa Air B...,A1,Japan,Douglas ,M
11/5/1950,11,1950,Douglas C-47B (DC-3),A65-116,RAAF,0,"Schofields, NSW",A1,Australia,Douglas ,M
11/7/1950,11,1950,Martin 2-0-2,N93040,Northwest Orient Airlines,21,near Butte Airpor...,A1,USA,Martin ,C
11/8/1950,11,1950,Curtiss C-46D,CB-47,Frigorífico Cooperativo Los Andes,0,La Paz-El Al...,A1,Bolivia,Curtiss ,C
11/9/1950,11,1950,Douglas C-47D,43-49529,USAF,0,Kenai Airpor...,A1,USA,Douglas ,M
11/9/1950,11,1950,Douglas C-54D (DC-4),42-72742,USAF,3,near Pyongyang,A1,North Korea,Douglas ,M
11/9/1950,11,1950,Fairchild C-119C Flying Boxcar,49-166,USAF,0,Pusan East (...,A1,South Korea,Fairchild ,M
11/9/1950,11,1950,Douglas TS-62 (DC-3),CCCP-L1098,"Aeroflot, Krasnoyarsk",2,near Turukhansk A...,A1,Russia,Douglas ,C
11/10/1950,11,1950,Douglas C-47 (DC-3),XB-KWZ,Federal Electricity Commission,0,,A1,Mexico,Douglas ,C
11/11/1950,11,1950,Fairchild C-82A Packet,45-57739,USAF,4,"near Pickens, SC",A1,USA,Fairchild ,M
11/11/1950,11,1950,Douglas C-47B (DC-3),43-6017,Turkish AF,4,Emirdag,A1,Turkey,Douglas ,M
11/13/1950,11,1950,Douglas C-54B (DC-4),CF-EDN,Curtiss Reid Flying Services,58,near Grenoble,A1,France,Douglas ,C
11/15/1950,11,1950,Curtiss C-46,CB-48,Frigorífico Cooperativo Los Andes,0,La Paz,A1,Bolivia,Curtiss ,C
11/15/1950,11,1950,Lisunov Li-2P,YR-TAA,TARS,0,Fagaras Moun...,A1,Romania,Lisunov ,C
11/16/1950,11,1950,Douglas C-47B (DC-3),NZ3549,New Zealand AF,0,near Hobsonville ...,A1,New Zealand,Douglas ,M
11/17/1950,11,1950,Douglas C-47A (DC-3),PK-DPB,Garuda,2,Surabaya-Jua...,A1,Indonesia,Douglas ,C
11/17/1950,11,1950,Fairchild C-82A Packet,44-23024,USAF,0,Greenville-D...,A1,USA,Fairchild ,M
11/18/1950,11,1950,Lockheed L-049 Constellation,NC86511,TWA,0,Long Beach A...,A2,USA,Lockheed ,C
11/19/1950,11,1950,Douglas C-54D (DC-4),42-72662,USAF,0,near Pyongyang Ai...,A1,North Korea,Douglas ,M
11/21/1950,11,1950,Douglas C-47D (DC-3),43-49704,USAF,3,near Hyesanjin,A1,North Korea,Douglas ,M
11/22/1950,11,1950,Fairchild C-82A Packet,45-57743,USAF,0,Neubiberg Ai...,A1,Germany,Fairchild ,M
11/22/1950,11,1950,Douglas DC-3C,N74586,New Tribes Mission,21,"Mount Moran, WY",A1,USA,Douglas ,C
11/23/1950,11,1950,Douglas C-47B (DC-3),OB-PAU-201,Faucett,9,Cuzco,A1,Peru,Douglas ,C
11/24/1950,11,1950,Curtiss C-46D,HK-330,LIDCA,0,near Medellín,A1,Colombia,Curtiss ,C
11/25/1950,11,1950,Douglas C-47A (DC-3),VT-COI,Indamer,3,near Khitokha,A1,Bhutan,Douglas ,C
11/25/1950,11,1950,Douglas DC-3A,CU-T7,Cubana,0,near Holguín Airp...,A1,Cuba,Douglas ,C
11/27/1950,11,1950,Lockheed P2V-2 Neptune,39340,US Navy,5,near Yokohama Bay...,A1,USA,Lockheed ,M
11/28/1950,11,1950,Douglas C-47B (DC-3),T-446,Indonesian AF,15,near Bandung,A1,Indonesia,Douglas ,M
12/1/1950,12,1950,Douglas C-47A (DC-3),EP-AAJ,Iranian Airways,8,near Chamaran,A1,Iran,Douglas ,C
12/1/1950,12,1950,Douglas R4D-6 (DC-3),50767,USMC,0,Hagaru-ri Ai...,A1,North Korea,Douglas ,C
12/2/1950,12,1950,Douglas C-47D,45-949,USAF,0,near Hagaru-ri Ai...,A1,North Korea,Douglas ,M
12/4/1950,12,1950,Vickers Valetta C.1,VW805,RAF,0,Kabrit RAF S...,A1,Egypt,Vickers ,M
